invocation,cmd
"Find all directories in the current directory, then find all files in those directories, and execute the command 'sed -i 's/words/string/g' {}' on each file.",find $(ls -d */) -type f -exec sed -i 's/words/string/g' {} \;
Search the entire file system for files with the extension ".conf" and change the permissions to 644 for each of those files.,find / -name *.conf -exec chmod 644 {} \;
Find all files with the extension ".txt" and compress them using the highest compression level (-9) and display verbose output.,find -name *.txt | xargs gzip -9 -v
"Find a random word from the file /usr/share/dict/words that starts with a capital letter and is composed of only letters, and print the first one.",egrep -o '[A-Z][a-z]*' /usr/share/dict/words | sort -R | head -n 1
1.60E+12,echo $(date +%s%3N)
7f9f9f3f9f3f3f3f,echo `head -c 10 /dev/urandom | md5sum | head -c 16`;
Find all files with the extension ".py" in the current working directory and count the number of lines in each file.,find $(pwd) -name "*.py" | xargs wc -l
Find all files in the current directory (and its subdirectories) and move them to a directory named after their size and filename.,find . -iname "*.*" | xargs -I % mv % $(stat --printf "%s/%n" %)
Find a random file in the /usr directory.,find /usr -type f | sort -R | head -n 1
"Randomly sort the contents of the file /dev/urandom, take the first 1024 characters, and replace any characters that are not uppercase letters, lowercase letters, numbers, or any of the special characters listed with nothing.","sort -R /dev/urandom | head -c1024 | tr -dc 'A-Za-z0-9!""#$%&'\''()*+,-./:;<=>?@[\]^_`{|}~'"
Find all files in the current directory (maxdepth 1) and search for the word 'true' (case insensitive) in the contents of those files.,find . -maxdepth 1 -type f | xargs grep -i 'true'
Find all files with the extension .jpg in the entire file system and change their permissions to 700.,find / -name "*.jpg" -exec chmod 700 {} \;
Find all directories and execute the command "chmod 775" on them.,find . -type d -exec chmod 775 {} +
"Find all files ending with '.gz' in the current directory and its subdirectories, and extract them using tar.",find ~ -name '*.gz' -exec tar xvzf {} \;
"Find all files in the home directory and execute a grep search for strings that match the pattern of a domain name with a top-level domain of .com, .org, .co.uk, or .net, optionally followed by a period.","`find ~/* -exec grep -lEo '[A-Za-z0-9\-]+\.(com|org|co\.uk|net)\.{0,1}' {} \;`"
"Find a file with the extension .sh, execute the command grep to exclude lines starting with #, sort the output randomly, and display the first line.",find . -name '*.sh' -type f -exec grep -v '^#' {} + | sort -R | head -n1
Print the contents of a randomly selected file from the list of files in the current directory.,`cat $(ls | sort -R | head -n 1)`
"Send a request to the website ""random.org"" to generate one random string of 8 characters, containing both upper and lower case letters and digits, and return the result in plain text format.",curl http://www.random.org/strings?num=1\&len=8\&digits=on\&upperalpha=on\&loweralpha=on\&unique=on\&format=plain
"Find all files in the current directory and its subdirectories, and print the filename and its size separated by a hyphen.","grep -qE "".*"" <(find . -name ""*.*"") | awk '{print $1,""-"",$3}'"
Is the output of the command 'tr -dc '[:alnum:]' < /dev/urandom | head -c 8' found in the output of 'yes'?,yes | grep '$(tr -dc '[:alnum:]' < /dev/urandom | head -c 8)'
Randomly select one number between 1 and N (inclusive) and display it.,shuf -i 1-N -r | head -n1
"Find all files with the extension "".php"" in the directory ""~/path"" and its subdirectories, randomly select one of them and save its name to the file ""file.txt"".",find ~/path -xdev -name "*.php" -print0 | xargs -0 shuf -n 1 -o file.txt
"Find all files with the extension "".jpg"" in the current directory and up to three levels of subdirectories, and change the permissions to 755 for all of them.",find ~ -maxdepth 3 -iname '*.jpg' -exec chmod 755 {} +
Create a tar file with a random 32 character name containing all the .txt files in the current directory.,tar -czf $(cat /dev/urandom | tr -dc 'a-zA-Z0-9' | fold -w 32 | head -n 1).tar.gz *.txt
Print one random word from the /usr/share/dict/words file and echo it.,shuf -n 1 /usr/share/dict/words | xargs -I {} echo "echo {}"
"Print the first file name and its directory in the /tmp directory using the find, xargs, and awk commands.","`find /tmp -iname '*' -print | xargs -rn1 echo | awk '{ print $NF, substr($0,1,length($0)-length($NF)) }'| head -n 1 | awk '{print $2,$1}'`"
"Print the unique sorted list of files in the home directory, excluding any lines containing any of the characters =:;*!|@&.",grep -vE '[=:;*!|@&]' <(sort -u $(ls ~))
"Find all files in the current directory and its subdirectories, and change their permissions to 644.",find . -name '*.*' -exec chmod 644 {} \;
Find a random file with any extension in any subdirectory of the current directory and print its path.,find $(ls -d */) -name \"*.*\" -print | sort -R | head -n1
"Generate a random number between 1 and the value of the RANDOM variable, then sort the numbers in a random order and select the first one.",seq 1 $RANDOM | sort -R | head -n1
Search for strings of 0 to 50 characters in the /dev/urandom file and highlight them in color.,"grep --color=auto -z [A-Za-z]\{0,50\} /dev/urandom"
"Find the current working directory, then find all directories with a size greater than 20MB and delete them.",find $(pwd) -type d -size +20M -exec rm -rf {} \;
Print a random string of 10 characters (or a different number of characters if specified) composed of letters from A to Z (both upper and lower case).,echo $(cat /dev/urandom | tr -dc A-Za-z | head -c${1:-10})
"Find all files with a "".sh"" extension in the current directory and its subdirectories, and make them executable.",find . -type f -iname *.sh -maxdepth 2 -exec chmod +x {} \;
Download a random string of 6 characters containing both upper and lower case letters and digits to the ~/tmp/random.txt file using the curl command.,curl -sL -o ~/tmp/random.txt http://www.random.org/strings/?num=1\&len=6\&digits=on\&upperalpha=on\&loweralpha=on
Find all files and folders in the current directory and delete them.,find . -name "*" -exec rm -rf {} \;
"Find a file with a "".txt"" extension, read the contents of the file, find all words with 3 characters, randomly select one of those words.",find . -name "*.txt" | xargs -n 1 cat | grep -oP "(\w+){3}" | shuf -n 1
Find all files in the home directory that were modified within the last 24 hours and display only those that have a .txt extension.,find $HOME -mtime 0 | grep .txt
echo 8f9f3f2f,echo $(printf "\x$(head -c 16 /dev/urandom | md5sum |head -c 8)")
"Find all files in the current directory, shuffle them, take the first one, and search for the string 'foo' in it and all files it references.",find ~ -type f | shuf | head -n 1 | xargs grep -rl 'foo'
"Randomly select one file with a .gif, .jpg, or .png extension from any directory and its subdirectories.","shuf -n 1 -e $(ls -d **/*.{gif,jpg,png})"
Print the value of the RANDOM variable with a format of 'RANDOMSEED=%d\n',printf -- 'RANDOMSEED=%d\n' "$RANDOM"
Print the result of the expression $(($RANDOM * $RANDOM % $RANDOM)) by using the bash command.,cat <(echo 'echo $(($RANDOM * $RANDOM % $RANDOM))') | bash
Search the root directory and its subdirectories (up to a maximum depth of 2) for files with a name ending in ".log" (case insensitive) and sort the results randomly. Output the first result.,find / -maxdepth 2 -iname "*.log*" | sort -R | head -n 1
"Find all files in the current directory (max depth of 1), and execute the command to move each file to a new name generated by a random 10 character string of alphanumeric characters.",find . -maxdepth 1 -type f -exec mv {} $(cat /dev/urandom | tr -dc 'a-zA-Z0-9' | fold -w 10 | head -n 1) \;
Find all files (type f) and execute the command to make a directory called .tmp in each of them.,find . -type f -exec mkdir -p {}/.tmp \;
Find all files with permission 664 and delete them recursively.,find / -type f -perm 664 -exec rm -rf {} \;
Find all files with no user assigned to them and execute the command to change the owner of the file to the current user.,find / -nouser -exec chown $(whoami) '{}' \;
Find all files with the extension ".tmp" in the current directory and its subdirectories and change the permissions to 666.,find ~ -name '*.tmp' | xargs chmod 666
Find all files in the /tmp directory with a ".log" extension and change their permissions to 000 for each file.,find /tmp -type f -name "*.log" -exec chmod 000 {} \;
Find all files with the extension .txt and change their permissions to 644.,find . -type f -name '*.txt' -exec chmod 644 {} \;
Randomly output the result of a random number generated by awk.,shuf -o `awk 'END{print rand()}'`;
"Find the fourth field (delimited by a colon) in the file /etc/passwd, randomly sort the output, and display the first line.",cut -d ":" -f 4 /etc/passwd | sort -R | head -1
Randomly select one file from the current directory and display its MD5 checksum.,shuf -n 1 <(find . -type f -exec md5sum {} +)
Take the output of the command "ls -tr" and pipe it to the command "awk" to print the first column.,cat <(ls -tr) | awk '{print $1}'
Find all files with permission 777 and change their permission to 644.,find . -type f -perm 777 -exec chmod 644 {} \;
Find all files in the current directory (and its subdirectories) and rename them to a random number followed by the original filename.,find . -iname '*.*' | xargs printf "mv '%s' '${RANDOM}_%s'\n"
"Find all files in the current directory and its subdirectories, and delete them with the force option (-f) and verbose output (-v).",find . -name "*" -exec rm -fv {} \;
Remove the EDITOR environment variable and run the command to create a temporary directory in the /tmp folder with a random name.,env -u EDITOR sh -c 'mktemp -d /tmp/fooXXXXXX'
"Find all files with the extension "".log"" in the home directory, with a minimum depth of 3 and a maximum depth of 3, and delete all blank lines in those files, creating a backup of the original files with the extension "".bak"".",find $HOME -mindepth 3 -maxdepth 3 -type f -iname '*.log' | xargs sed -i.bak '/^$/d'
Find all files with the .wav extension in the /home/music directory and change the permissions to 640 for each of them.,find /home/music -name "*.wav" -exec chmod 640 {} \;
Print the contents of a randomly selected file in the current directory.,cat "$(shuf -n 1 <(ls -1))"
Echo the current date and append it to a randomly generated 8 character log file.,echo `date` | sudo tee -a $(echo $(cat /dev/urandom | tr -dc 'a-zA-Z0-9' | fold -w 8 | head -n 1 ).log)
V6X3X6X6XVXVXV,echo $(cat /dev/urandom | tr -dc 'A-Za-z0-9' | fold -w 16 | head -n 1)
Create a directory with the name of the current date and time in the format of YYYYMMDDHHMMSS.,mkdir $(date +%Y%m%d%H%M%S)
"Change the permissions of the first randomly selected file ending in "".sh"" in the current directory and all subdirectories to read, write, and execute for all users.",chmod 777 $(find -name "*.sh" | head -n $(shuf -n 1 -i 0-100))
Find all files with the extension ".jpg" in the entire file system and delete them.,find / -name "*.jpg" -type f | xargs rm -f
"Find all directories in the current directory, replace the name of each directory with 'mydir', and delete each directory.",find . -type d -name '*' | xargs -I mydir rm -rf mydir
